Subj_ID,Sess_ID,Trial_ID,Seg,SessionName,Run_idx,Rew_Money,Rew_Mag,MaxEffort,MinEffort,Time_Abs,Force_Abs,Time_trial,Force_rel,Time_trialAB,Force_relAB,AUC,AUC_normed,Points_won,Invalid_effort,Rel_Dev1,Rel_Dev2,Rel_Int,Force_rel_RAW,STD,Work,V_line,Com10D1F,T_Lat,S_Length,S_AUC,S_Slope,S_InvSlope
9,1,61,1,000001,2,0,1,11264,32703,689295.112692619,38101,0.221911818496193,0,10753.680208965,0.543115162068938,689295.278727171,38101,6.3,0,-3.60816994988365,0,5062.36516613123,-25.1784131722562,5.35224237471629,0,0,0.544179610367398,NaN,0.416837199940346,0,0,0
9,1,61,2,000001,2,0,1,11264,32703,689296.770510262,18417.3255813953,1.87972946160982,67.7325002597568,10753.680208965,0.543115162068937,689296.770510262,18417.3255813953,6.30000000000001,0,0.613232567902225,0,5135.93671652644,66.6340520481583,5.35224237471629,1,0,10.3863639075495,NaN,2.84935900010169,193.459449074685,28.1890774458129,67.3654780061959
9,1,62,1,000001,2,0,10,11264,32703,689307.754120922,39580.1875,0.257874621813244,0,9985.2465133635,0.501771181576055,689307.928191918,40962.4545454545,60,0,-3.73618172489388,0,5152.49617671617,-32.0779304072018,5.35224237471629,0,0,-6.14315616400019,NaN,0.494668200029992,0,0,0
9,1,62,2,000001,2,0,10,11264,32703,689309.419976887,18612.9345238095,1.92373058684669,68.3144519815589,9985.2465133635,0.501771181576055,689309.419976887,18612.9345238095,60,0,0.745415009139996,0,5212.22132951165,65.7216543504384,5.35224237471629,1,0,12.6505378493578,NaN,2.78291089995764,190.541185421411,30.8919322020515,78.979172673342
9,1,63,1,000001,2,0,10,11264,32703,689323.836627669,39892.5,0.212216569173436,0,11090.9417416857,0.560148572812409,689324.01090028,39861,67,0,-4.58599891642478,0,5233.75648154897,-33.5346797891693,5.35224237471629,0,0,2.07745051254543,NaN,0.398484200006351,0,0,0
9,1,63,2,000001,2,0,10,11264,32703,689325.494199487,17845.5953757225,1.8697883866551,70.854611458602,11090.9417416857,0.560148572812409,689325.494199487,17845.5953757225,67,0,0.689225270676556,2.5669896523125e-18,5306.41174802786,69.3008285100866,5.35224237471629,1,0,11.4344044279953,NaN,2.8667350000469,203.583388623972,29.9886627551631,37.2245977579485
9,1,64,1,000001,2,1,1,11264,32703,689344.968696205,39107.1904761905,0.344597104756672,0,8190.94640608237,0.413684161923352,689345.143124548,39046,5,0,-2.72478504905391,0,5324.98037169141,-29.8716846690166,5.35224237471629,0,0,1.44252019572697,NaN,0.66439689998515,0,0,0
9,1,64,2,000001,2,1,1,11264,32703,689346.626340334,19776.2484076433,2.00224123375155,61.7320806465421,8190.94640608237,0.413684161923352,689346.626340334,19776.2484076433,5,0,0.641488233688055,0,5378.18144001138,60.2954969558127,5.35224237471629,1,0,10.6325664609678,NaN,2.59915080002975,160.951495229187,27.7977487625529,42.0570731985104
9,1,65,1,000001,2,0,10,11264,32703,689358.401430661,38807,0.355789661325451,0,8124.14758151033,0.408248622186449,689358.575762409,38807,49,0,-2.28894665202329,0,5390.42824235616,-28.4714772144223,5.35224237471629,0,0,-0.858673021553753,NaN,0.693051900016144,0,0,0
9,1,65,2,000001,2,0,10,11264,32703,689360.067305416,19784.6666666667,2.02166441599137,62.1585575910472,8124.14758151033,0.408248622186449,689360.067305416,19784.6666666667,49,0,0.660909126789065,0,5443.03543880173,60.2562308565387,5.35224237471629,1,0,11.4929537710451,NaN,2.58305820007809,160.952688919891,28.890302413414,60.959301271961
9,1,66,1,000001,2,0,10,11264,32703,689373.225541996,38639.0638297872,0.381834195716247,0,8763.88357665936,0.440396159631123,689373.399810996,39163.0769230769,52,0,-2.19365582508711,-7.55896527404362e-17,5444.08338192348,-27.6881563029397,5.35224237471629,0,0,-1.84293289322601,NaN,0.74400439998135,0,0,0
9,1,66,2,000001,2,0,10,11264,32703,689374.891553508,18559.5163398693,2.04784570781292,67.7457747414511,8763.88357665936,0.440396159631124,689374.891553508,18559.5163398693,52,0,0.716762286798203,0,5500.37080492285,65.9708179492081,5.35224237471629,1,0,12.3670837490896,NaN,2.53292130003683,172.096581511695,32.1317783608732,59.5773740904704
9,1,67,1,000001,2,0,1,11264,32703,689399.532080172,38230.4230769231,0.647235371797787,0,5367.11833574327,0.271066582613297,689399.698560512,38386.0862068966,3.3,0,-1.40595679333494,-4.55476112666731e-17,5490.0985309815,-25.7820937400209,5.35224237471629,0,0,-1.13739518562505,NaN,1.26801670005079,0,0,0
9,1,67,2,000001,2,0,1,11264,32703,689401.190124041,19582.7933884298,2.3052792413293,63.3294380408254,5367.11833574327,0.271066582613297,689401.190124041,19582.7933884298,3.3,0,0.874246709576546,-0.00246711889469988,5519.12555489728,61.1978479013492,5.35224237471629,1,0,14.8896407605048,NaN,2.0003347999882,127.094082379807,38.7413064841508,69.9506071504575
9,1,68,1,000001,2,0,1,11264,32703,689415.598227403,38486,0.325530402545701,0,8481.47068426699,0.428357105266009,689415.772655347,38486,5.1,0,-2.60716451327021,0.00746303465646712,5504.49444624636,-26.9742058864686,5.35224237471629,0,0,-0.524394794533327,NaN,0.629147700034082,0,0,0
9,1,68,2,000001,2,0,1,11264,32703,689417.256027698,19780.1132075472,1.98333069816328,61.8837599561113,8481.47068426699,0.428357105266009,689417.256027698,19780.1132075472,5.1,0,0.637144849464665,0,5559.56661142075,60.2774699960485,5.35224237471629,1,0,10.9446400655245,NaN,2.63342760002706,163.407550158643,28.211081831106,110.519877530538
9,1,69,1,000001,2,0,10,11264,32703,689428.006220004,38301.32,0.200373704032972,0,10966.0058771398,0.551055571715567,689428.18036455,38036.25,65,0,-3.95634124725967,0,5571.28654542592,-26.1127851112459,5.35224237471629,0,0,4.47185036615514,NaN,0.379205200006254,0,0,0
9,1,69,2,000001,2,0,10,11264,32703,689429.671997343,18432.6228571429,1.86615104344607,67.184410211276,10966.0058771398,0.551055571715568,689429.671997343,18432.6228571429,65,0,0.629986739786637,0.00511750947872039,5647.09370027254,66.56269948625,5.35224237471629,1,0,10.3106354907278,NaN,2.89915219997056,195.203869469406,29.211054672606,80.9034471515202
9,1,70,1,000001,2,0,1,11264,32703,689450.146617425,38807,0.357588925023182,0,8926.85992816829,0.448585926038607,689450.320963083,38807,5.4,0,-2.59414660622739,-0.0203537308812743,5655.46164229743,-28.4714772144223,5.35224237471629,0,0,-0.632873819589618,NaN,0.694654999999329,0,0,0
9,1,70,2,000001,2,0,1,11264,32703,689451.812658163,18678.0192307692,2.02362966348151,67.1389224557707,8926.8599281683,0.448585926038607,689451.812658163,18678.0192307692,5.4,0,0.693410403518151,-0.00191359862986336,5713.26832473205,65.4180734606594,5.35224237471629,1,0,11.9282077594032,NaN,2.58372290001716,173.930894236926,30.9165051577441,41.1987607222893
9,1,71,1,000001,2,0,1,11264,32703,689465.328745372,38807,0.264071171848627,0,9604.47315639723,0.485074401838244,689465.494872325,38807,5.7,0,-3.38037571715099,0.00932879332058389,5723.19730446245,-28.4714772144223,5.35224237471629,0,0,-0.777205093521153,NaN,0.500763799995184,0,0,0
9,1,71,2,000001,2,0,1,11264,32703,689466.986780319,19174.1676646707,1.92210611853676,64.7757563627355,9604.47315639723,0.485074401838243,689466.986780319,19174.1676646707,5.69999999999999,0,0.613801083871717,-0.00178755321112985,5788.18479800856,63.1038403625605,5.35224237471629,1,0,10.5496083722289,NaN,2.76688330003526,179.644291613714,26.8276102960478,98.8030756876873
9,1,72,1,000001,2,1,10,11264,32703,689481.495871729,37995,0.111304528603796,0,12058.1160501889,0.608995760110551,NaN,NaN,71,0,-6.95794713239557,0.0213229561613346,5809.08029539745,-24.6839871262652,5.35224237471629,0,0,4.49447935338136,NaN,0.197583599947393,0,0,0
9,1,72,2,000001,2,1,10,11264,32703,689483.152583358,18297.7243243243,1.76801615840302,67.9198858690682,12058.1160501889,0.608995760110551,689483.210921713,17534.1235955056,71,0,0.555567461673157,4.80096443081149e-18,5893.93558044216,67.1919197522071,5.35224237471629,1,0,9.23399261008291,NaN,3.06654330005404,208.743706217503,25.8930060914906,104.632603335496
9,2,1,1,000001,2,0,10,11264,32703,10739.9514029244,49601,0.373930024444012,0,3107.22048603013,0.156930327577279,10740.117731916,49601,26,0,0,0,-27.602115259374,-78.8189747656141,5.35224237471629,0,0,0.645863457561765,NaN,0.716306599999371,0,0,0
9,2,1,2,000001,2,0,10,11264,32703,10741.6092270344,23449.974025974,2.03175413441523,51.6948222073483,3107.22048603013,0.156930327577279,10741.6092270344,23449.974025974,26,0,0.926639944318008,0,-23.1883045096571,43.1597834508418,5.35224237471629,1,0,16.4907926627223,NaN,2.54997080000066,132.139715663673,25.0479898213916,51.4960774092128
9,2,2,1,000001,2,0,10,11264,32703,10758.9510318568,49599.2702702703,0.296538856756662,0,4511.15723681142,0.226691318432735,10759.1252377063,49601,35,0,-3.85682571418846,0,55.8261523047369,-78.8109066200396,5.35224237471629,0,0,-2.58558852709699,NaN,0.576262200000201,0,0,0
9,2,2,2,000001,2,0,10,11264,32703,10760.6167479356,22942.6809815951,1.96225493558274,53.4534369577315,4511.15723681142,0.226691318432735,10760.6167479356,22942.6809815951,35,0,0.888295712446528,0,71.1460672746848,45.5259994328323,5.35224237471629,1,0,15.6989283620213,NaN,2.69952030000059,144.665103795371,24.4530315746504,50.1750589204383
